source_row,关键词,关键词翻译,趋势,旺季,淡季,综合,月搜索量,月购买量,购买率,SPR,PPC竞价,AC推荐词,流量占比,流量词类型,首个ASIN自然排名,首个ASIN广告排名,预估周曝光量,相关产品,相关ASIN,ABA周排名,unnamed_21,unnamed_22,unnamed_23,unnamed_24,标题密度,商品数,供需比,广告竞品数,点击集中度,前三ASIN转化总占比,unnamed_31,建议竞价范围,#1_前三ASIN,#1_点击共享,#1_转化共享,#2_前三ASIN,#2_点击共享,#2_转化共享,#3_前三ASIN,#3_点击共享,#3_转化共享,前十ASIN
335,remote starters for cars,汽车远程启动器,,,,#REF!,28440,233,0.0082,4,$2.51,76230,,,,,0,3049,9.33,29,0.3704,0.0833,,$1.88 - $3.15,B077NDP76T,0.1712,0.0417,B07HMX118W,0.1043,0.0208,B077MZC8RJ,0.095,0.0208,"B000EVU8MK,B077NDP76T,B077MZC8RJ,B0C5M79JJC,B09W5SFK6L,B0CH9LFCZ4,B0C5M36W2G,B09N1FXGX8,B00OPVYHZ4,B07F422Y98",,,,,,,,
336,jump start box,跳跃启动框,,,,#REF!,1737,233,0.1342,4,$2.99,1112835,,,,,0,490,3.54,3,0.5094,0.2,,$2.24 - $3.74,B015TKUPIC,0.2453,0.1,B07X7YZYFV,0.1698,0.1,B0BVMH641H,0.0943,0,"B015TKUPIC,B07X7YZYFV,B0C4Y9NTQT,B0CGJ5GZWM,B000JFJLP6,B0C4XWBJKF,B0C8HZF96X,B08T637RW9,B01GQDBNWS,B08T5V2BGD",,,,,,,,
337,halo air,晕空气,,,,自然搜索词,2969,233,0.0788,4,$5.00,1238879,,,,,0,141,21.06,20,0.7483,0.1666,,$3.75 - $6.25,B0B52K15VY,0.4923,0,B08KJNJJL2,0.1444,0.0833,B07BDFLN3L,0.1116,0.0833,"B08KJNJJL2,B0B52K15VY,B09KRLTGZR,B0B59XHJZN,B07K3834FS,B0B52JLW4W,B0829FTQVF,B0CGJ5GZWM,B088W5748B,B0CJJWJG6S",,,,,,,,
338,avapow 3000a car battery jump starter,avapow 3000a汽车电池起跳器,,,,自然搜索词,2570,233,0.0908,4,,1592771,,,,,0,105,24.48,1,0.6988,0.5614,,'-,B08NPHZV8N,0.4972,0.4912,B08NPGCFSG,0.1215,0.0351,B0CH9LY6L2,0.0801,0.0351,"B08NPHZV8N,B08T5V2BGD,B0CCDLQZT1,B08NPC4VVR,B0CGCRHS2Z,B08NPGCFSG,B0CH9LY6L2,B0CCKR3FTB,B0CGJ5GZWM,B0C42Y5TPD",,,,,,,,
339,travel accessories,旅行配件,,,0.0054,自然搜索词,136525,232,0.0017,4,$1.33,7190,,,,,12,175722,0.78,288,0.1288,0.0779,,$0.94 - $1.60,B08YZ2K3PV,0.0781,0.0454,B0BZ418TWS,0.0261,0.0117,B0C1B5RXD6,0.0246,0.0208,"B08YZ2K3PV,B0BZ418TWS,B09DYN6SYR,B07CN6ZDVY,B0BZWMJM2F,B0CB41FP55,B00I5H5Z1O,B08FMNXX68,B0BGWZN7MV,B0BX8NQBJS",,,,,,,,
340,jumper pack,跳线包,,,0.0016,#REF!,4892,231,0.0474,4,$4.94,273849,,,,,0,860,5.69,8,0.4142,0.3104,,$3.71 - $6.17,B015TKUPIC,0.2698,0.2069,B000JFJLP6,0.0767,0.0552,B016UG6PWE,0.0677,0.0483,"B000JFJLP6,B08T6KPF2F,B0CGDWPB1T,B015TKUPIC,B0CGCRHS2Z,B0BX9D63W9,B01GQDBNWS,B0C1SBXT8V,B087LRFYDB,B0C7BS8P5Y",,,,,,,,
341,car jump start,汽车起动,,,,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,2270,231,0.1022,4,$5.55,1233473,,,,,26,705,3.22,3,0.4668,0.4929,,$3.09 - $6.61,B015TKUPIC,0.238,0.2394,B07X7YZYFV,0.1566,0.1831,B08GYFP5JK,0.0723,0.0704,"B07X7YZYFV,B015TKUPIC,B0BZP6HCVS,B08GYFP5JK,B0CGJ5GZWM,B087LRFYDB,B08NPHZV8N,B0CFTS22D4,B0C8HZF96X,B0CCDJS5GH",,,,,,,,
342,led car,领先的汽车,,,,SP广告词,2676,230,0.086,4,$1.74,749808,,,,,2,38281,0.07,,0.2624,0.4286,,$1.30 - $2.17,B07Q6CPQK4,0.1169,0.2143,B09H63WJ6P,0.1013,0.1429,B097CB5WXB,0.0442,0.0714,"B07Q6CPQK4,B09H63WJ6P,B0BZP932X1,B085SYC718,B0924G9M5Z,B0CM6T83SV,B081DNBMMX,B0CLGRCKGQ,B0BCFMJ219,B0BZ7DC9RZ",,,,,,,,
343,x pro,亲,,,,SP广告词,3843,227,0.0593,3,$2.72,378249,,,,,0,317,12.12,13,0.2978,0.5,,$1.86 - $3.60,B08PTYFNWH,0.1751,0.5,B0CJXQ5BNZ,0.0769,0,B0C2NZ5M7X,0.0458,0,"B08PTYFNWH,B07Z4H6DQ5,B0C2NZ5M7X,B0BHVL216H,B09XC7JWSL,B07T7D4DFW,B0B3XCTKZ7,B0C3V95Z12,B0CQL9FPZQ,B088SR335Q",,,,,,,,
344,"vtoman v10 jump starter, 2500a portable",vtoman V10 便携式启动器，2500A,,,,自然搜索词/品牌广告词,2368,227,0.0961,3,,1668351,,,,,0,101,23.45,4,0.6826,0.5333,,'-,B0CHJH54BY,0.476,0.4,B0BBG7RZTN,0.1108,0.1333,B0BMTRD9GL,0.0958,0,"B0CHJH54BY,B0BMTRD9GL,B0BMV24VS9,B0B12HGNMV,B0C3CTKNFY,B0BG3YL7HJ,B0CFXMZS5X,B08NPGCFSG,B0CJJWJG6S,B0CH9LY6L2",,,,,,,,
345,memory saver for car battery,汽车电池的内存保护程序,,,,自然搜索词,3519,226,0.0644,3,$2.90,584867,,,,,2,224,15.71,,0.3546,0.2927,,$2.17 - $3.63,B01MPY0DNI,0.1526,0.2195,B07BLQ9WSS,0.1213,0.061,B0021UP5KW,0.0809,0.0122,"B07BLQ9WSS,B002BHX1X8,B0021UP5KW,B00CH59OAS,B004BW9J1Y,B01MPY0DNI,B07L4CQNB2,B009PHKPI6,B07QV2QFTC,B07DJ45YV9",,,,,,,,
346,gb70 noco boost hd 12v 2000a charger,GB70 NOCO BOOST HD 12V 2000A 充电器,,,0.0002,自然搜索词/品牌广告词/视频广告词,2746,225,0.082,3,,757454,,,,,0,50,54.92,4,0.7738,0.6806,,'-,B016UG6PWE,0.6388,0.6528,B015TKUPIC,0.0909,0,B015TKSSB8,0.0442,0.0278,"B016UG6PWE,B07BFPGJSQ,B015TKSSB8,B07C2XLR3J,B08WYKD6TY,B0CF91YLTB,B015TKUPIC,B00EABJ8KS,B07C2VH2MV,B07KZSBLS4",,,,,,,,
347,nocco car jumper,诺科汽车跳线,,,,自然搜索词/视频广告词,2077,225,0.1084,3,$3.95,1176188,,,,,0,134,15.5,4,0.7414,0.6897,,$2.76 - $4.78,B015TKUPIC,0.4621,0.6552,B016UG6PWE,0.1862,0,B08WZFPXFM,0.0931,0.0345,"B015TKUPIC,B016UG6PWE,B08WZFPXFM,B08WYKD6TY,B07MVY7K43,B015TKSSB8,B0924V8SPC,B015TKPT1A,B08WZKRHZZ,B07W3QT226",,,,,,,,
348,car jump box,汽车跳箱,,,0.0008,#REF!,3307,224,0.068,3,$3.08,582767,,,,,0,730,4.53,8,0.4817,0.3297,,$2.31 - $3.85,B015TKUPIC,0.2216,0.0638,B08T637RW9,0.1561,0.1702,B000JFJLP6,0.104,0.0957,"B08T637RW9,B015TKUPIC,B000JFJLP6,B0CH9LFCZ4,B002X6VXL4,B09LH5SL12,B09W5SFK6L,B0BZP6HCVS,B0C42Y5TPD,B0C4XWBJKF",,,,,,,,
349,cat jump starter,猫跳启动器,,,0.0004,#REF!,2440,222,0.0912,3,$2.92,793488,,,,,0,203,12.02,21,0.6815,0.5454,,$2.49 - $3.59,B088RMSXD1,0.419,0.1818,B09Y74MQBX,0.1592,0.1818,B00IJB51WY,0.1034,0.1818,"B088RMSXD1,B09Y74MQBX,B00IJB51WY,B015TKUPIC,B06XD6XBCM,B0CGDWPB1T,B087LRFYDB,B09Y78659L,B0CGJ5GZWM,B01AKZ60M6",,,,,,,,
350,clean booster car,,,,,SP广告词,2800,222,0.0794,3,,1107775,,,,,0,102,27.45,8,0.49,0.625,,'-,B07LHB3B2Q,0.1866,0,B0CR3RMMM5,0.1642,0.25,B07GBL6THY,0.1393,0.375,"B07GBL6THY,B07LHB3B2Q,B07XYPS3PS,B0C6XD229F,B0CS6HLNL7,B0BJMHHKTF,B0CF3VT27G,B0CKWLX341,B0CDQBPZHB,B0CFRBJYJM",,,,,,,,
351,battery shims,电池垫片,,,,SP广告词,1424,221,0.1553,3,$0.91,1719061,,,,,0,137,10.39,11,0.619,0.4737,,$0.68 - $1.13,B0BZ84ZFJJ,0.2857,0.1579,B0060YI0YS,0.2381,0.2105,B07W3GBF3S,0.0952,0.1053,"B0815626MS,B0060YI0YS,B07W3GBF3S,B0BZ84ZFJJ,B0CN13BTKV,B0CLRNYBRD,B0827KNQF4,B0B21X6F42,B08ZXPNGDZ,B0CKYG11WQ",,,,,,,,
352,battery jump,电池跳跃,,,0.0005,#REF!,2218,220,0.0996,3,$2.71,675119,,,,,26,1469,1.51,3,0.5612,0.4815,,$2.34 - $3.56,B015TKUPIC,0.3452,0.3148,B09F9CR89W,0.1258,0.0741,B0BZP6HCVS,0.0903,0.0926,"B015TKUPIC,B09F9CR89W,B0BZP6HCVS,B09W5SFK6L,B08GYFP5JK,B0CGJ5GZWM,B002X6VXL4,B087LRFYDB,B09LH5SL12,B000JFJLP6",,,,,,,,
353,boost max 30g protein,增加最多 30 克蛋白质,,,,品牌广告词,1998,220,0.1105,3,$3.39,1106674,,,,,0,107,18.67,3,0.6355,0.612,,$2.86 - $3.96,B08QFP6TSR,0.4399,0.4776,B08QFR3P1D,0.1271,0.0896,B0791Y2LMB,0.0687,0.0448,"B08QFP6TSR,B075V6XRFL,B07MJL8NXR,B0791Y2LMB,B09V1S9168,B084HG31YV,B08WHYHPL5,B079WS896V,B07ZZCDZST,B08QFMP8RG",,,,,,,,
354,power pack car jumper,电源盒汽车跳线,,,,#REF!,2149,219,0.1023,3,$3.21,1028571,,,,,0,1125,1.91,4,0.3079,0.2352,,$2.46 - $4.46,B015TKUPIC,0.1556,0.0882,B06XD6XBCM,0.0828,0.0588,B09W5SFK6L,0.0695,0.0882,"B015TKUPIC,B0CGJ5GZWM,B0C1SBXT8V,B0C42Y5TPD,B0CGCRHS2Z,B0B55RFM1Z,B06XD6XBCM,B082ZZ2W14,B09W5SFK6L,B01D42TYFC",,,,,,,,
355,noco gb150,noco gb150,,,0.0008,自然搜索词/品牌广告词/视频广告词/SP广告词,4292,218,0.0509,3,$1.24,377453,,,,,1,59,72.75,3,0.8108,0.7363,,$0.93 - $1.54,B015TKSSB8,0.7004,0.6703,B08WZFPXFM,0.0607,0.022,B016UG6PWE,0.0499,0.044,"B015TKSSB8,B08WZFPXFM,B07C2TZPLG,B07C2XLR3J,B0CF91YLTB,B00EABJ8KS,B0C4Y9NTQT,B08WYKD6TY,B073BMX46F,B016UG6PWE",,,,,,,,
356,jumper cables with case,带外壳的跳线,,,,#REF!,1514,218,0.1444,3,$2.29,1315936,,,,,0,251,6.03,5,0.4893,0.5833,,$1.55 - $2.61,B07MWL3YR2,0.1915,0.0833,B079LHNH8D,0.1702,0.3333,B09592FGCY,0.1277,0.1667,"B079LHNH8D,B07MWL3YR2,B073VHBRFC,B073VHZVZY,B09ZYT2H5P,B004C16S0O,B01N3Q14MK,B08MLDQ15N,B00F9RNIPI,B0C5X9JQ8Z",,,,,,,,
357,halo jump starter with air compressor,带空气压缩机的 Halo 启动器,,,,自然搜索词,2966,218,0.0737,3,,543802,,,,,0,131,22.64,4,0.6003,0.3244,,'-,B08KJNJJL2,0.2603,0.0541,B08KJN6M1Y,0.1872,0.2162,B0B52K15VY,0.153,0.0541,"B08KJNJJL2,B0B52K15VY,B0CR4HQVDS,B0B52JLW4W,B0CGJ5GZWM,B0829FTQVF,B0CHNRMZ27,B0CJJWJG6S,B0BXWY4KPG,B09X11JMY3",,,,,,,,
358,dewalt air inflator,得伟充气机,,,,自然搜索词,4031,218,0.0542,3,$1.37,378929,,,,,0,277,14.55,27,0.6825,0.6001,,$1.02 - $1.71,B07H39S9JQ,0.5082,0.5059,B0C64R2VKH,0.1341,0.0471,B0CMCCHFKP,0.0402,0.0471,"B07H39S9JQ,B0CBSL2VTB,B0CMD3CGRN,B0BY3R9M9R,B0C64R2VKH,B0CNCQ42JP,B0BY3NYTMY,B0BLL7H59H,B0CLZXVCZK,B0CMCCHFKP",,,,,,,,
359,car stuff,汽车用品,,,0.0005,HR推荐词,36274,217,0.006,3,$1.08,45115,,,,,0,3884,9.34,252,0.1588,0.0645,,$0.81 - $1.35,B097CB5WXB,0.0798,0.0258,B0BDF4LNBS,0.0448,0.0215,B0BRZTWN91,0.0345,0.0172,"B0BRZTWN91,B097CB5WXB,B0BDF4LNBS,B0988X73FW,B09YVPSYWF,B09WLW5ZQ4,B0C2T21V8J,B0BFXB6PB5,B01DIMTWCS,B086M83K76",,,,,,,,
360,noco boost pro gb150 3000a,NOCO BOOST PRO GB150 3000A,,,0.0004,自然搜索词/品牌广告词/视频广告词,2650,217,0.082,3,$1.19,657814,,,,,2,46,57.61,3,0.8294,0.7777,,$0.88 - $1.49,B015TKSSB8,0.664,0.716,B015TKUPIC,0.0907,0.0247,B08WZFPXFM,0.0747,0.037,"B015TKSSB8,B08WZFPXFM,B07C2TZPLG,B07C2XLR3J,B015TKUPIC,B0BPXTSH8Z,B08WYKD6TY,B07MVY7K43,B016UG6PWE,B00EABJ8KS",,,,,,,,
361,jumper cables kit,跨接电缆套件,,,,#REF!,1662,217,0.1307,3,$2.95,1998601,,,,,8,746,2.23,76,0.5382,0.3571,,$1.62 - $3.27,B09KRB9JSJ,0.3269,0.2857,B004C16S0O,0.1346,0,B079LHNH8D,0.0769,0.0714,"B09KRB9JSJ,B004C16S0O,B079LHNH8D,B08T6KPF2F,B01GU4O3GG,B06WVLJM94,B07PPD6ZKV,B08LW5HFPL,B08G81XQQ4,B015TKUPIC",,,,,,,,
362,gas air compressor,气体空气压缩机,,,,#REF!,6144,216,0.0353,3,$0.68,267662,,,,,2,1199,5.12,42,0.2709,0.4375,,$0.50 - $0.85,B0BS4TQ54D,0.1165,0.25,B07MCW5TQG,0.0943,0.125,B0B41S1MG1,0.0601,0.0625,"B07MCW5TQG,B0BS4TQ54D,B0B41S1MG1,B00BMPG2U4,B09J28LXCV,B0C4GWY86Q,B082GPYQ5W,B08CXR116X,B00081FZJW,B00K34UZBW",,,,,,,,
363,arrancador de carro portatil,arrancador de carro portatil,,,0.001,#REF!,4537,215,0.0476,3,$4.82,365109,,,,,0,298,15.22,16,0.2142,0.119,,$3.00 - $5.67,B015TKUPIC,0.1204,0.0952,B0CND278YS,0.0482,0.0238,B09Y83NS8N,0.0456,0,"B0CCDJS5GH,B015TKUPIC,B0CJJWJG6S,B0BZ8JT165,B08WZFPXFM,B0BZP6HCVS,B08WYKD6TY,B0BQHNQH2K,B01D42TYFC,B0C8HZF96X",,,,,,,,
364,noco boost pro,noco boost pro,,,0.0014,自然搜索词/品牌广告词/视频广告词/SP广告词,4059,214,0.0529,3,$1.20,338176,,,,,1,97,41.85,17,0.8159,0.6957,,$0.89 - $1.50,B015TKSSB8,0.5297,0.4239,B015TKUPIC,0.2047,0.1957,B016UG6PWE,0.0816,0.0761,"B015TKSSB8,B07C2TZPLG,B08C9FD78C,B08WZFPXFM,B015TKUPIC,B016UG6PWE,B07MVY7K43,B0CB7H12GD,B0CF91YLTB,B08WYKD6TY",,,,,,,,
365,vtoman jump starter,vtoman 启动器,,,0.0005,自然搜索词,4498,214,0.0476,3,$4.03,565851,,,,,1,122,36.87,3,0.5206,0.3889,,$3.02 - $5.05,B0CHJH54BY,0.2288,0.1667,B0BBG7RZTN,0.171,0.1296,B0BBG7Y96C,0.1208,0.0926,"B0B12HGNMV,B0CHJH54BY,B0BBG7RZTN,B0BG3YL7HJ,B09G5WC4TD,B0BMV24VS9,B0BJDQYPZ4,B0B2RDS181,B0B5RBMV9T,B0B8SWF9M6",,,,,,,,
366,car jump pack,汽车跳包,,,0.0004,#REF!,2596,214,0.0828,3,$2.79,774118,,,,,0,1611,1.61,3,0.4833,0.3388,,$2.09 - $3.50,B015TKUPIC,0.2545,0.2097,B09F9CR89W,0.1517,0.0968,B016UG6PWE,0.0771,0.0323,"B09F9CR89W,B087LRFYDB,B015TKUPIC,B0C4XWBJKF,B0BHNQYHFN,B0BQHNQH2K,B0CGCRHS2Z,B09FSQKPYX,B08NPC4VVR,B0C1SBXT8V",,,,,,,,
367,heavy duty jumper cables for diesel trucks,用于柴油卡车的重型跨接电缆,,,0.0001,#REF!,3754,214,0.0571,3,,584096,,,,,0,134,28.01,4,0.3524,0.2992,,'-,B09ZYW84JH,0.1285,0.1496,B07BNKLSB9,0.112,0.1102,B08LW5HFPL,0.112,0.0394,"B07BNKLSB9,B09ZYW84JH,B08LW5HFPL,B06VXW5B32,B08XB5XNGN,B003X3VSAM,B0CDKLWNLM,B0C5CJ17TZ,B073VHMYGR,B06XPTWBDH",,,,,,,,
368,jump start battery pack air compressor,启动电池组 空气压缩机,,,0.0001,#REF!,2934,212,0.0723,3,,993362,,,,,0,328,8.95,10,0.3037,0.2298,,'-,B002X6VXL4,0.1109,0.0676,B0CJJWJG6S,0.0998,0.0811,B0CGJ5GZWM,0.0931,0.0811,"B0CGJ5GZWM,B0CJJWJG6S,B002X6VXL4,B0BG2LDTM6,B0CLL149DM,B06XD6XBCM,B0CDPNDPBG,B09FJQ7F5R,B0BMTRD9GL,B09B73SX6S",,,,,,,,
369,jumper cables 4 gauge,4号跨接电缆,,,,#REF!,2331,212,0.0913,3,$1.48,860284,,,,,3,177,13.17,11,0.4246,0.2793,,$1.32 - $1.85,B079LHNH8D,0.1938,0.027,B079JYF3MS,0.1231,0.0901,B073VHBRFC,0.1077,0.1622,"B079LDQVYW,B073VHBRFC,B07MWL3YR2,B00F9RNIPI,B09ZYT2H5P,B07L4CHDRB,B01AXBB2VG,B0C5XBT598,B09ST2DB4N,B078WNRHHK",,,,,,,,
370,motorcycle usb port,摩托车usb端口,,,0.0001,自然搜索词/视频广告词,3308,211,0.064,3,$0.86,474956,,,,,1,3308,1,13,0.3722,0.2767,,$0.62 - $0.99,B093CY6887,0.1324,0.1071,B01DYE54LI,0.1305,0.1071,B08RYJ8QK2,0.1094,0.0625,"B08RYJT1P8,B01DYE54LI,B093CY6887,B0BGGNYX1Y,B075V7DPPV,B01MSK7ZAV,B0BVM7G7C3,B00DJ5KEF4,B0BMVR8LSZ,B0BJCYCCG7",,,,,,,,
371,jumpstart battery pack,启动电池组,,,,#REF!,1807,211,0.1168,3,$5.88,1532961,,,,,0,688,2.63,3,0.4846,0.3478,,$4.40 - $7.34,B015TKUPIC,0.3154,0.2391,B07X7YZYFV,0.1077,0.087,B016UG6PWE,0.0615,0.0217,"B015TKUPIC,B07X7YZYFV,B0C4XWBJKF,B08T637RW9,B0C7BS8P5Y,B002X6VXL4,B0CGJ5GZWM,B09LH5SL12,B000JFJLP6,B0CFTS22D4",,,,,,,,
372,gooloo tire inflator,gooloo 轮胎充气机,,,,自然搜索词,2120,211,0.0996,3,$4.00,1130423,,,,,0,114,18.6,2,0.8119,0.5366,,$3.00 - $5.00,B0C4KRC3FD,0.4554,0.2927,B0BYVGS8Y6,0.3121,0.2195,B0C4T558VT,0.0446,0.0244,"B0C4KRC3FD,B07QR4Q42L,B0CMHKF5D2,B0C4T558VT,B096B3NVG3,B0BWYH6C31,B0BYMM4CKD,B09G5WC4TD,B0C5M36W2G,B0BDRJ1XXJ",,,,,,,,
373,portable battery jumper,便携式电池跳线,,,0.0007,#REF!,2557,210,0.0824,3,$6.11,709660,,,,,0,740,3.46,32,0.4659,0.4211,,$4.57 - $7.63,B015TKUPIC,0.2906,0.2105,B09W5SFK6L,0.1099,0.1053,B0CGDWPB1T,0.0654,0.1053,"B0CGDWPB1T,B09W5SFK6L,B08GYFP5JK,B0BQHNQH2K,B015TKUPIC,B000JFJLP6,B0BZP6HCVS,B07X7YZYFV,B06XD6XBCM,B09LH5SL12",,,,,,,,
374,jnc660 jump-n-carry,jnc660 跳-进-进位,,,,品牌广告词,2187,210,0.0964,3,$2.35,1058503,,,,,0,189,11.57,4,0.8424,0.8906,,$1.76 - $2.95,B000JFJLP6,0.718,0.8281,B01GQDBNWS,0.0918,0.0625,B00AZAABWM,0.0328,0,"B000JFJLP6,B01GQDBNWS,B000JFJLOM,B00ZPAQ9HS,B0742RQ5HW,B000KPSA0W,B000KPU8F2,B00AZAABWM,B0BS9BLHCR,B09D45PFGS",,,,,,,,
375,noco charger,noco充电器,,,0.0006,自然搜索词/品牌广告词/视频广告词,6084,205,0.0337,3,$0.75,207949,,,,,0,353,17.24,13,0.3935,0.445,,$0.56 - $0.93,B07W46BX31,0.1593,0.2094,B07W3QT226,0.1565,0.1257,B07C2XLR3J,0.0778,0.1099,"B07C2XLR3J,B09PB3Y753,B07W3QT226,B07W8KJH44,B07W46BX31,B07W6B987F,B08G3STB1N,B07C2VNQKV,B08G3M697M,B0CF91YLTB",,,,,,,,
376,noco boost jump starter,noco 助推器,,,,自然搜索词/品牌广告词/视频广告词/SP广告词,2464,205,0.0834,3,$1.15,1011379,,,,,0,182,13.54,4,0.6722,0.5556,,$0.87 - $1.45,B015TKUPIC,0.3689,0.3056,B016UG6PWE,0.1913,0.1389,B08WZFPXFM,0.112,0.1111,"B015TKUPIC,B08WZFPXFM,B016UG6PWE,B08WYKD6TY,B07MVY7K43,B015TKSSB8,B08WZKRHZZ,B07C2VZGJY,B0924V8SPC,B015TKPT1A",,,,,,,,
377,car battery pack,汽车电池组,,,,#REF!,1638,205,0.1254,3,$0.50,1334937,,,,,1,1479,1.11,14,0.4232,0.625,,$0.37 - $0.62,B015TKUPIC,0.2308,0.25,B09W5SFK6L,0.0962,0.25,B07X7YZYFV,0.0962,0.125,"B07X7YZYFV,B015TKUPIC,B09W5SFK6L,B0C1SBXT8V,B0CH9LFCZ4,B09FJQ7F5R,B0C4XWBJKF,B09F9CR89W,B002X6VXL4,B09LH5SL12",,,,,,,,
378,6000a car battery jump starter,6000a 汽车电池启动器,,,,#REF!,2295,205,0.0895,3,$6.55,1630734,,,,,2,165,13.91,4,0.4638,0.3542,,$4.92 - $8.19,B08NPGCFSG,0.25,0.1875,B0C4Y9NTQT,0.1446,0.125,B0C58LN2QV,0.0693,0.0417,"B0C4Y9NTQT,B0CHV2XVQX,B0CC4V5S2F,B0CFTS22D4,B08NPGCFSG,B0C58LN2QV,B0CDPNY5NF,B0BXT1W7JX,B0BPXTSH8Z,B0CCDMGW3X",,,,,,,,
379,diesel mechanic tools,柴油机械工具,,,,HR推荐词/SP广告词,5911,204,0.0346,3,$1.01,302714,,,,,0,3981,1.48,69,0.1172,0.0682,,$0.69 - $1.26,B0C58P52WZ,0.0504,0,B0BB13LN4L,0.0349,0.0455,B0BRKQX819,0.032,0.0227,"B07F36PTJT,B0BB13LN4L,B08GSCW5TV,B082Y5B4WG,B0967G79FL,B07Y69LCJC,B07KSG4NJJ,B000JLM0JY,B09GVP53XC,B0B6N7KKMH",,,,,,,,
380,starter relay,起动器继电器,,,,品牌广告词,7506,204,0.0272,3,$0.60,217988,,,,,8,7042,1.07,36,0.3172,0.2265,,$0.49 - $0.75,B0C14PZXFX,0.132,0.0941,B0CBJMRY5W,0.1133,0.0767,B08NMVWKCS,0.0719,0.0557,"B08NMVWKCS,B0C14HBDQN,B0C14PZXFX,B074FSZWVT,B08F2G1J9D,B07GR4G5XC,B096QH9DF1,B07NZY1GSZ,B004C0U2SE,B0BG8GTCDV",,,,,,,,
381,malco,麦考,,,,SP广告词,14505,203,0.014,3,$1.95,133615,,,,,45,862,16.83,40,0.3698,0.2414,,$1.46 - $2.44,B00C3LOT8I,0.2345,0,B07KX4JKJN,0.0907,0.1724,B0BX779Y8S,0.0447,0.069,"B07KX4JKJN,B0BX779Y8S,B0000AQK7C,B07K8V3VG6,B094DLYXTF,B0924QDF47,B094YTC153,B001AMBETS,B00JJ6O75A,B005ZDY5FS",,,,,,,,
382,truck battery jump starter,卡车电池跨接起动器,,,0.0005,#REF!,2051,201,0.0982,3,$3.40,877141,,,,,0,863,2.38,5,0.4289,0.1875,,$2.96 - $4.15,B015TKUPIC,0.198,0.0625,B0C4Y9NTQT,0.1188,0.1042,B016UG6PWE,0.1122,0.0208,"B0C7BS8P5Y,B0C4Y9NTQT,B015TKUPIC,B000JFJLP6,B09FSQKPYX,B06XD6XBCM,B01GQDBNWS,B016UG6PWE,B0C4XWBJKF,B0CFTS22D4",,,,,,,,
383,milwaukee car charger,密尔沃基车载充电器,,,,自然搜索词,1603,201,0.1254,3,$1.38,1267374,,,,,0,278,5.77,46,0.549,0.25,,$1.03 - $1.74,B007PDBHBG,0.2549,0,B08J6N7KRB,0.1569,0,B0B5MZKHGD,0.1373,0.25,"B007PDBHBG,B0B5N1H5NH,B08FR6MQSN,B09WYPQRF1,B0B5MZKHGD,B0086AJFAM,B09X9TDV43,B08R66Q7VQ,B07FJL8W7K,B071NFRWVJ",,,,,,,,
384,motorcycle tool kit,摩托车工具箱,,,0.0001,自然搜索词,14096,200,0.0142,3,$1.53,95714,,,,,4,4239,3.33,89,0.3445,0.2457,,$1.15 - $1.92,B000SZJMWO,0.1793,0.161,B000WK3SWK,0.0979,0.0254,B07V3TF3NG,0.0673,0.0593,"B000SZJMWO,B07V9XNV9B,B000WK3SWK,B09NL411Y7,B0002KNZO6,B079HNHVBR,B08M6GKLZH,B07TLC1RSF,B08PNTNQNT,B07VJWRM92",,,,,,,,
385,power bank jump starter,电源箱起动器,,,,#REF!,1491,200,0.1342,3,$5.03,1136548,,,,,0,644,2.32,5,0.449,0,,$3.76 - $6.28,B015TKUPIC,0.2041,0,B07X7YZYFV,0.1429,0,B09DS1BXBF,0.102,0,"B07X7YZYFV,B09DS1BXBF,B01D42TYFC,B09F9CR89W,B0B6FPJXXK,B0BX9D63W9,B015TKUPIC,B087LRFYDB,B08GYFP5JK,B09ZXSWTJQ",,,,,,,,
386,battery desulfator,电池脱硫器,,,,SP广告词,4422,200,0.0454,3,$2.54,352684,,,,,20,346,12.78,76,0.384,0.3864,,$1.34 - $3.34,B00IQ5X91I,0.188,0.1705,B07W46BX31,0.1107,0.0795,B01DXS7IG4,0.0853,0.1364,"B097D397M6,B01DXS7IG4,B00IQ5X91I,B098JVY4B9,B07W46BX31,B06XWDZ2KQ,B07TDWJ9VW,B0874BSX4Q,B0C199Z7QN,B07FD6FNWC",,,,,,,,
387,mini jumper cables,迷你跨接电缆,,,,#REF!,1099,197,0.1799,3,$2.28,1788828,,,,,1,813,1.35,5,0.4848,0.8333,,$1.54 - $2.59,B07L29V4Z2,0.303,0.5,B074DMCRNF,0.1212,0,B072174XRB,0.0606,0.3333,"B07L29V4Z2,B000WMRO3M,B072174XRB,B08CY2N53P,B074DMCRNF,B000KK9SLW,B09592FGCY,B0C1ZJDVPZ,B09ZYT2H5P,B016748568",,,,,,,,
388,portable jumper,便携式跳线,,,0.0004,#REF!,1861,196,0.1057,3,$2.83,925237,,,,,0,769,2.42,4,0.5364,0.4635,,$2.13 - $3.54,B015TKUPIC,0.3394,0.3171,B07X7YZYFV,0.1022,0.0244,B07Z1D26CS,0.0949,0.122,"B015TKUPIC,B07X7YZYFV,B07Z1D26CS,B0B55RFM1Z,B09W5SFK6L,B09LH5SL12,B0CGJ5GZWM,B082ZZ2W14,B0C4XWBJKF,B002X6VXL4",,,,,,,,
